arabic,arabic_romanization,hebrew,hebrew_romanization,layers
جلس,jalasa,גלש,galásh,direct_cognate_ar→he;direct_cognate_he→ar
جلي,jaliyy,גלוי,galúi,direct_cognate_ar→he;direct_cognate_he→ar
جليات,julyāt,גולית,golyát,shared_borrowing_source
جمجمة,jumjuma,גולגולת,gulgólet,direct_cognate_ar→he;direct_cognate_he→ar
جمر,jamr,גמר,gamár,direct_cognate_he→ar
جمل,jamala,גמל,gamál,direct_cognate_he→ar
جن,janna,גנן,ganán,direct_cognate_ar→he
جنب,janaba,גנב,ganáv,direct_cognate_he→ar
جنب,janaba,דוד,dod,shared_proto_semitic_root
جنب,janaba,ידה,yadá,shared_proto_semitic_root
جنب,janaba,ירה,yará,shared_proto_semitic_root
جنب,janaba,כבד,kavéd,shared_proto_semitic_root
جنب,janaba,כיפר,kipér,shared_proto_semitic_root
جنب,janaba,כרוב,kruv,shared_proto_semitic_root
جنب,janaba,מחסנית,makhsanít,shared_proto_semitic_root
جنب,janaba,צלחת,tsalákhat,shared_proto_semitic_root
جنة,janna,גן,gan,direct_cognate_ar→he;direct_cognate_he→ar
جنح,junḥ,גחן,gakhán,direct_cognate_he→ar
جنرال,jinirāl,גנרל,generál,shared_borrowing_source
جو,jaww,גו,go,direct_cognate_he→ar
جوت,jūt,יוטה,yúta,shared_borrowing_source
جورب,jawrab,גרב,gérev,direct_cognate_ar→he
جوف,jawf,גוף,guf,direct_cognate_ar→he;direct_cognate_he→ar
جولف,,גולף,,shared_borrowing_source
جير,jīr,גיר,gir,shared_borrowing_source
جيش,jayš,גיס,gís,direct_cognate_ar→he
جيل,jīl,גיל,gíl,direct_cognate_he→ar
جين,jīn,גן,gan,shared_borrowing_source
جينز,jīnz,ג׳ינס,jins,shared_borrowing_source
حاج,ḥājj,הגה,hége,shared_borrowing_source
حاد,ḥādd,חד,khad-,direct_cognate_ar→he;direct_cognate_he→ar
حار,ḥārr,חריף,kharíf,direct_cognate_ar→he
حارود,ḥārūd,חולד,khóled,direct_cognate_ar→he
حافة,ḥāfa,חוף,khof,direct_cognate_he→ar
حامض,ḥāmiḍ,חומץ,khómets,shared_proto_semitic_root
حامض,ḥāmiḍ,חמץ,khaméts,direct_cognate_he→ar
حانوت,ḥānūt,חנות,khanút,direct_cognate_ar→he;shared_borrowing_source
حبس,ḥabasa,חבש,khavásh,direct_cognate_ar→he
حبل,ḥabl,חבל,khével,direct_cognate_he→ar;shared_proto_semitic_root
حبيب,ḥabīb,חביב,khavív,direct_cognate_ar→he;direct_cognate_he→ar
حتى,ḥattā,עד,ad,direct_cognate_ar→he
حج,ḥajja,חג,khág,direct_cognate_ar→he;direct_cognate_he→ar
حج,ḥajja,חוק,khók,direct_cognate_ar→he
حجر,ḥajara,חגור,khagór,direct_cognate_he→ar
حدث,ḥadaṯa,חדש,khadásh,shared_proto_semitic_root
حدث,ḥadaṯa,חידש,khidésh,shared_proto_semitic_root
حديث,ḥadīṯ,חדש,khadásh,direct_cognate_ar→he;direct_cognate_he→ar
حر,ḥurr,חור,khór,direct_cognate_he→ar
حرام,ḥarām,חרם,khérem,direct_cognate_ar→he
حرث,ḥaraṯa,חרש,kharásh,direct_cognate_ar→he;direct_cognate_he→ar
حرش,ḥaraša,חורש,ḥóresh,direct_cognate_he→ar
حرم,ḥaruma,חרם,khérem,direct_cognate_ar→he
حرمل,ḥarmal,אלמן,almán,direct_cognate_ar→he
حريش,ḥarīš,חורש,ḥóresh,direct_cognate_ar→he;direct_cognate_he→ar
حريف,ḥirrīf,חרב,khérev,shared_proto_semitic_root
حريف,ḥirrīf,חריף,kharíf,direct_cognate_ar→he;direct_cognate_he→ar
حزام,ḥizām,מזח,mézakh,direct_cognate_he→ar
حزام,ḥizām,מזיח,mezíakh,direct_cognate_he→ar
حزر,ḥazara,דוד,dod,shared_proto_semitic_root
حزر,ḥazara,ידה,yadá,shared_proto_semitic_root
حزر,ḥazara,ירה,yará,shared_proto_semitic_root
حزر,ḥazara,כבד,kavéd,shared_proto_semitic_root
حزر,ḥazara,כיפר,kipér,shared_proto_semitic_root
حزر,ḥazara,כרוב,kruv,shared_proto_semitic_root
حزر,ḥazara,מחסנית,makhsanít,shared_proto_semitic_root
حزر,ḥazara,צלחת,tsalákhat,shared_proto_semitic_root
حس,ḥassa,חש,khásh,direct_cognate_ar→he;direct_cognate_he→ar
حسب,ḥasaba,חשב,khasháv,direct_cognate_ar→he;direct_cognate_he→ar
حسبان,ḥisbān,חשבון,kheshbón,direct_cognate_he→ar
حسد,ḥasada,חסד,khésed,direct_cognate_ar→he
حسنة,ḥasana,חוסן,khósen,direct_cognate_ar→he
حصب,ḥaṣaba,חצב,khatsáv,direct_cognate_ar→he
حصبة,ḥaṣba,חצבת,khatsévet,direct_cognate_ar→he;direct_cognate_he→ar
حصة,ḥiṣṣa,חצי,khatsí,direct_cognate_ar→he
حصرم,ḥiṣrim,חריץ,ḥārī́ṣ,direct_cognate_ar→he
حصرم,ḥiṣrim,חרצן,ḥarṣā́n,direct_cognate_ar→he;direct_cognate_he→ar
حضرموت,ḥaḍramawt,חצרמות,ḥăṣarmāweṯ,direct_cognate_he→ar;shared_borrowing_source
حظوة,ḥuẓwa,חץ,khets,direct_cognate_he→ar
حفر,ḥafara,חפר,khafár,direct_cognate_he→ar;shared_proto_semitic_root
حفظ,ḥafiẓa,חפץ,ḥéfets,direct_cognate_he→ar
حق,ḥaqqa,חוק,khók,direct_cognate_ar→he;direct_cognate_he→ar
حق,ḥaqqa,חקק,khakák,direct_cognate_he→ar
حكا,ḥakā,חיקה,khiká,direct_cognate_ar→he;direct_cognate_he→ar
حكمة,ḥikma,חוכמה,khokhmá,direct_cognate_he→ar
حكمة,ḥikma,חכמה,khokhmá,direct_cognate_ar→he;direct_cognate_he→ar
حكيم,ḥakīm,חכם,khakhám,direct_cognate_ar→he;direct_cognate_he→ar
حل,ḥalla,חל,khal,direct_cognate_ar→he;direct_cognate_he→ar
حلب,ḥalab,חלב,khaláv,direct_cognate_ar→he
حلبة,ḥulba,חלבה,khálva,direct_cognate_ar→he
حلزون,ḥalazūn,חלזון,khilazón,direct_cognate_he→ar;shared_borrowing_source
حلل,ḥallala,חלילה,khalíla,direct_cognate_he→ar
حلم,ḥalama,חלום,khalóm,direct_cognate_ar→he;direct_cognate_he→ar
حلم,ḥalama,חלם,khalám,direct_cognate_he→ar
حليب,ḥalīb,חלב,khaláv,direct_cognate_he→ar
حم,ḥamma,חם,kham,direct_cognate_ar→he;shared_proto_semitic_root
حمار,ḥimār,חמור,khamór,direct_cognate_he→ar;shared_proto_semitic_root
حمام,ḥammām,יונה,yoná,shared_proto_semitic_root
حمة,ḥuma,חמה,khamá,direct_cognate_he→ar
حمص,ḥammaṣa,חימצה,khimtsá,direct_cognate_ar→he;direct_cognate_he→ar
حمض,ḥamḍ,דוד,dod,shared_proto_semitic_root
حمض,ḥamḍ,חמוץ,khamútz,direct_cognate_he→ar
حمض,ḥamḍ,ידה,yadá,shared_proto_semitic_root
حمض,ḥamḍ,ירה,yará,shared_proto_semitic_root
حمض,ḥamḍ,כבד,kavéd,shared_proto_semitic_root
حمض,ḥamḍ,כיפר,kipér,shared_proto_semitic_root
حمض,ḥamḍ,כרוב,kruv,shared_proto_semitic_root
حمض,ḥamḍ,מחסנית,makhsanít,shared_proto_semitic_root
حمض,ḥamḍ,צלחת,tsalákhat,shared_proto_semitic_root
حميم,ḥamīm,חם,kham,direct_cognate_he→ar
حميم,ḥamīm,חמה,khamá,direct_cognate_he→ar
حنا,ḥanā,חנה,ḥaná,direct_cognate_ar→he
حنبل,ḥanbal,חבל,khével,shared_proto_semitic_root
حندقوق,ḥandaqūq,הודו,hódu,shared_borrowing_source
حنش,ḥanaš,נחש,nakhásh,direct_cognate_he→ar;shared_proto_semitic_root
حنطة,ḥinṭa,חיטה,khitá,direct_cognate_ar→he;direct_cognate_he→ar
حنك,ḥanak,חך,khékh,direct_cognate_ar→he;direct_cognate_he→ar
حنون,ḥanūn,חנון,khanún,direct_cognate_ar→he;direct_cognate_he→ar
حول,ḥawl,חיל,kháyil,direct_cognate_ar→he;direct_cognate_he→ar
حي,ḥayya,חי,kháy,direct_cognate_ar→he
حياة,ḥayāh,חיים,khayím,direct_cognate_he→ar
حيل,ḥayl,חיל,kháyil,direct_cognate_he→ar
حيوان,ḥayawān,חיה,khayá,direct_cognate_ar→he;direct_cognate_he→ar
حيي,ḥayiya,חוה,khavá,shared_proto_semitic_root
حيي,ḥayiya,חי,kháy,direct_cognate_ar→he;shared_proto_semitic_root
خابية,ḵābiya,חבית,khavít,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
خبأ,ḵabaʔa,חבוי,khavúy,direct_cognate_he→ar
ختم,ḵatama,חתם,ḥɔṯam,direct_cognate_ar→he
ختن,ḵatana,חתן,khatán,direct_cognate_he→ar
خدر,ḵadira,חדר,khéder,direct_cognate_ar→he;direct_cognate_he→ar
خراب,ḵarāb,חורבן,khurbán,direct_cognate_he→ar
خرب,ḵaraba,דוד,dod,shared_proto_semitic_root
خرب,ḵaraba,חרב,khérev,direct_cognate_ar→he;direct_cognate_he→ar
خرب,ḵaraba,ידה,yadá,shared_proto_semitic_root
خرب,ḵaraba,ירה,yará,shared_proto_semitic_root
خرب,ḵaraba,כבד,kavéd,shared_proto_semitic_root
خرب,ḵaraba,כיפר,kipér,shared_proto_semitic_root
خرب,ḵaraba,כרוב,kruv,shared_proto_semitic_root
خرب,ḵaraba,מחסנית,makhsanít,shared_proto_semitic_root
خرب,ḵaraba,צלחת,tsalákhat,shared_proto_semitic_root
خربة,ḵirba,חרבה,khorbáh,direct_cognate_he→ar
خردل,ḵardal,חרדל,khardál,direct_cognate_ar→he;direct_cognate_he→ar
خردل,ḵardal,חרש,kharásh,shared_proto_semitic_root
خرس,ḵarisa,חרש,kharásh,direct_cognate_he→ar
خرشوف,ḵuršūf,ארטישוק,artishók,shared_borrowing_source
خرشوف,ḵuršūf,חורשף,khursháf,direct_cognate_he→ar
خرشوف,ḵuršūf,חרשף,khursháf,direct_cognate_he→ar
خرط,ḵaraṭa,חירטט,khirtét,direct_cognate_he→ar
خرطال,ḵarṭāl,אגרטל,agartál,shared_borrowing_source
خرطوش,ḵarṭūš,כרטיס,kartís,shared_borrowing_source
خرطوم,ḵurṭūm,חרטום,khartóm,direct_cognate_ar→he;direct_cognate_he→ar
خروب,ḵarrūb,חרוב,kharúv,direct_cognate_he→ar
خريطة,ḵarīṭa,כרטיס,kartís,shared_borrowing_source
خريف,ḵarīf,חורף,khóref,direct_cognate_ar→he;direct_cognate_he→ar
خزف,ḵazaf,חרס,khéres,direct_cognate_he→ar
خزينة,ḵazīna,גנז,ganáz,shared_borrowing_source
خزينة,ḵazīna,גנזים,g'nazím,shared_borrowing_source
خزينة,ḵazīna,גניזה,g'nizá,shared_borrowing_source
خس,ḵassa,חסה,khása,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
خسارة,ḵasāra,חיסרון,khisarón,direct_cognate_he→ar
خسارة,ḵasāra,חסרון,khisarón,direct_cognate_he→ar
خسر,ḵasira,חסר,khasér,direct_cognate_ar→he;direct_cognate_he→ar
خشايارشا,ḵšāyāršā,אחשורוש,Akhashverósh,shared_borrowing_source
خشايارشا,ḵšāyāršā,חשיארש,kh'shayársha,shared_borrowing_source
خشن,ḵašuna,אשון,ashún,direct_cognate_he→ar
خشن,ḵašuna,חסון,khasón,direct_cognate_he→ar
خطء,ḵiṭʔ,חטא,khatá,direct_cognate_ar→he
خطأ,ḵaṭaʔ,חטא,khatá,direct_cognate_ar→he
خطئ,ḵaṭiʔa,חטא,khatá,direct_cognate_ar→he;direct_cognate_he→ar
خطاب,ḵiṭāb,מכתב,mikhtáv,direct_cognate_ar→he
خطر,ḵaṭar,חוטר,khóter,direct_cognate_he→ar
خطف,ḵaṭifa,חטף,chatáf,direct_cognate_ar→he;direct_cognate_he→ar
خطم,ḵaṭama,חטם,khótem,direct_cognate_ar→he
خطمي,ḵiṭmiyy,חלמית,khelmít,direct_cognate_ar→he
خفر,ḵafara,חפר,khafár,direct_cognate_he→ar;shared_proto_semitic_root
خل,ḵall,חלון,khalón,direct_cognate_he→ar
خل,ḵall,חלילה,khalíla,direct_cognate_he→ar
خلال,ḵilāla,חלל,khalál,direct_cognate_he→ar
خلد,ḵalada,חולד,khóled,direct_cognate_ar→he;direct_cognate_he→ar
خلد,ḵalada,חלד,khéled,direct_cognate_ar→he;direct_cognate_he→ar
خلد,ḵalada,חלל,khalál,direct_cognate_ar→he
خلف,ḵalfa,חלף,khaláf,direct_cognate_he→ar;shared_proto_semitic_root
خمر,ḵamara,חמר,khémer,direct_cognate_he→ar
خمس,ḵams,חמישה,khamishá,shared_proto_semitic_root
خمس,ḵams,חמש,khamésh,shared_proto_semitic_root
خمسة,ḵamsa,חמישה,khamishá,shared_proto_semitic_root
خمسة,ḵamsa,חמש,khamésh,shared_proto_semitic_root
خنزير,ḵinzīr,חזיר,khazír,direct_cognate_ar→he;direct_cognate_he→ar
خنق,ḵanaqa,חנק,khanák,direct_cognate_ar→he;direct_cognate_he→ar
خوخ,ḵawḵ,חוח,khóakh,direct_cognate_ar→he;direct_cognate_he→ar
خوخة,ḵawḵa,חוח,khóakh,direct_cognate_he→ar
خور,ḵawira,חור,khór,direct_cognate_ar→he
خيزران,ḵayzurān,חזר,chazár,direct_cognate_ar→he
خيزران,ḵayzurān,חזרן,khizran,direct_cognate_he→ar
دار,dārr,דירה,dirá,direct_cognate_he→ar
دارصيني,dārṣīniyy,סין,sin,shared_borrowing_source
دان,dāna,דן,dan,direct_cognate_ar→he
دب,dabba,דוב,dov,direct_cognate_ar→he;shared_proto_semitic_root
دبر,dabara,דבר,davár,direct_cognate_ar→he
دبس,dibs,דבש,dvash,direct_cognate_he→ar;shared_proto_semitic_root
دبش,dabaš,דבשת,dabéshet,direct_cognate_he→ar
دبق,dabiqa,דבק,dévek,direct_cognate_ar→he;direct_cognate_he→ar
دبور,dabbūr,דבורה,dvorá,direct_cognate_he→ar;shared_proto_semitic_root
دجلة,dijla,חדקל,khidékel,direct_cognate_ar→he
دجلة,dijla,חידקל,khidékel,direct_cognate_he→ar;shared_borrowing_source
دحا,daḥā,דחה,dakhá,direct_cognate_he→ar
دحر,daḥara,דהר,dahár,direct_cognate_he→ar
دخس,duḵas,תחש,tákhash,direct_cognate_he→ar
دخن,daḵana,דחן,dóchan,direct_cognate_ar→he
دخن,daḵana,טחן,takhán,shared_proto_semitic_root
دربي,darbī,דרבי,dérbi,shared_borrowing_source
درج,daraja,דרג,déreg,direct_cognate_ar→he;direct_cognate_he→ar
درك,darak,דרך,dérekh,direct_cognate_ar→he
دريان,duryan,דוריאן,duri'an,shared_borrowing_source
دعا,daʕā,אלדעה,Elda'a,direct_cognate_he→ar
دعا,daʕā,ידע,yéda,direct_cognate_he→ar
دفتر,daftar,דפתר,diftar,direct_cognate_he→ar;shared_borrowing_source
دقل,daqal,דגל,dégel,direct_cognate_ar→he;direct_cognate_he→ar
دقل,daqal,דקל,dékel,direct_cognate_he→ar
دقيق,daqīq,דק,dak,direct_cognate_ar→he;direct_cognate_he→ar
دقيقة,daqīqa,דקה,daká,direct_cognate_ar→he;direct_cognate_he→ar
دك,dakka,דיכא,diké,direct_cognate_ar→he
دكتاتور,diktātūr,דיקטטור,diktator,direct_cognate_he→ar;shared_borrowing_source
دلاع,dallāʕ,דלעת,dlá'at,direct_cognate_he→ar
دلب,dulb,דולב,dólev,direct_cognate_he→ar
دلو,dalw,דוד,dod,shared_proto_semitic_root
دلو,dalw,דלי,dli,direct_cognate_ar→he;direct_cognate_he→ar
دلو,dalw,ידה,yadá,shared_proto_semitic_root
دلو,dalw,ירה,yará,shared_proto_semitic_root
دلو,dalw,כבד,kavéd,shared_proto_semitic_root
دلو,dalw,כיפר,kipér,shared_proto_semitic_root
دلو,dalw,כרוב,kruv,shared_proto_semitic_root
دلو,dalw,מחסנית,makhsanít,shared_proto_semitic_root
دلو,dalw,צלחת,tsalákhat,shared_proto_semitic_root
دلى,dallā,דלה,dalá,direct_cognate_he→ar
دم,damma,אדם,adám,shared_proto_semitic_root
دم,damma,דם,dam,direct_cognate_he→ar;shared_proto_semitic_root
دمع,damʕ,דמע,damá',direct_cognate_he→ar
دمع,damʕ,דמעה,dim'á,direct_cognate_ar→he;direct_cognate_he→ar
دمعة,damʕa,דמעה,dim'á,direct_cognate_ar→he
دمن,dimn,דומן,dómen,direct_cognate_he→ar
دمية,dumya,אדם,adám,direct_cognate_he→ar
دواة,dawāh,דיו,dyó,direct_cognate_ar→he;direct_cognate_he→ar
دول,dawwala,דול,dol,shared_borrowing_source
ديان,dayyān,דיין,dayán,direct_cognate_he→ar
دين,dīn,דין,din,direct_cognate_ar→he;direct_cognate_he→ar
ذئب,ḏiʔb,זאב,zəʔeḇ,shared_proto_semitic_root
ذا,ḏā,זה,ze,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ذباب,ḏubāb,זבוב,zvuv,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ذبح,ḏabaḥa,זבח,zavákh,direct_cognate_ar→he
ذراع,ḏirāʕ,זרוע,z'róa',direct_cognate_ar→he;direct_cognate_he→ar
ذقن,ḏaqan,זקן,zakán,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ذكر,ḏakara,זכר,zakhár,direct_cognate_ar→he;direct_cognate_he→ar
ذنب,ḏanab,זנב,zanáv,direct_cognate_he→ar;shared_proto_semitic_root
ذهب,ḏahaba,זהב,zaháv,direct_cognate_ar→he;direct_cognate_he→ar
ذو,ḏū,זה,ze,direct_cognate_ar→he
رأس,raʔs,ראש,rosh,direct_cognate_he→ar;shared_proto_semitic_root
رأس السنة,raʔs as-sana,ראש השנה,rosh-hashaná,direct_cognate_he→ar
رأى,raʔā,ראה,ra'á,direct_cognate_he→ar
رئة,riʔa,ראה,ra'á,direct_cognate_ar→he
رئة,riʔa,ריאה,re'á,direct_cognate_he→ar
راع,rāʕin,דוד,dod,shared_proto_semitic_root
راع,rāʕin,ידה,yadá,shared_proto_semitic_root
راع,rāʕin,ירה,yará,shared_proto_semitic_root
راع,rāʕin,כבד,kavéd,shared_proto_semitic_root
راع,rāʕin,כיפר,kipér,shared_proto_semitic_root
راع,rāʕin,כרוב,kruv,shared_proto_semitic_root
راع,rāʕin,מחסנית,makhsanít,shared_proto_semitic_root
راع,rāʕin,צלחת,tsalákhat,shared_proto_semitic_root
راع,rāʕin,רועה,roʕɛ̂,direct_cognate_he→ar
رام,rāma,רם,rám,shared_proto_semitic_root
رب,rabba,רב,ráv,shared_proto_semitic_root
ربا,riban,רבב,r'váv,direct_cognate_ar→he
ربا,riban,ריבית,ribít,direct_cognate_ar→he
ربان,rubbān,ריבון,ribón,direct_cognate_ar→he
ربض,rabaḍa,רבץ,raváts,direct_cognate_ar→he
ربع,rubuʕ,רבע,róva,direct_cognate_ar→he
رتم,ratama,רותם,rótem,direct_cognate_ar→he
رجل,rajila,רגל,régel,shared_proto_semitic_root
رجم,rajama,רגם,ragám,direct_cognate_ar→he;direct_cognate_he→ar
رحب,raḥiba,רחב,rakháv,direct_cognate_ar→he;direct_cognate_he→ar
رحض,raḥaḍa,רחץ,rakháts,direct_cognate_ar→he
رحم,raḥima,רחם,rékhem,direct_cognate_ar→he;direct_cognate_he→ar
رحمة,raḥma,רחמים,rakhamím,direct_cognate_ar→he;direct_cognate_he→ar
رحمة,raḥma,רחמנות,rakhmanút,direct_cognate_he→ar
رحيم,raḥīm,רחום,rakhúm,direct_cognate_he→ar
ردف,radafa,רדף,radáf,direct_cognate_ar→he;direct_cognate_he→ar
رسم,rasama,רשם,rashám,direct_cognate_ar→he;direct_cognate_he→ar
رصف,raṣafa,רצף,rétsef,direct_cognate_ar→he
رضي,raḍiya,רצה,ratsá,direct_cognate_ar→he;direct_cognate_he→ar
رطب,raṭb,רטוב,ratóv,direct_cognate_he→ar
رعد,raʕada,רעד,ra'ád,direct_cognate_ar→he
رعشة,raʕša,רעש,rá'ash,direct_cognate_ar→he
رغب,raḡiba,רעב,ra'év,direct_cognate_ar→he;direct_cognate_he→ar
رفأ,rafaʔa,רפא,rafá,direct_cognate_he→ar
رفه,rafuha,רפה,rafé,direct_cognate_ar→he
رقص,raqaṣa,רקד,raqád,direct_cognate_ar→he;direct_cognate_he→ar
رقف,raqaf,רקפת,rakéfet,direct_cognate_he→ar
رقيق,raqīq,רך,rakh,direct_cognate_ar→he
ركب,rakiba,רכב,rékhev,direct_cognate_ar→he;direct_cognate_he→ar
ركبة,rukba,ברך,bérekh,shared_proto_semitic_root
ركض,rakaḍa,רץ,rats,direct_cognate_ar→he
ركع,rakaʕa,כרע,karáʿ,direct_cognate_ar→he
رمان,rummān,רימון,rimón,direct_cognate_he→ar
رمح,rumḥ,רומח,rómakh,direct_cognate_ar→he;direct_cognate_he→ar
رمز,ramz,רמז,ramáz,direct_cognate_ar→he;direct_cognate_he→ar
رمش,rimš,ריס,ris,direct_cognate_he→ar
رند,rand,נרד,nerd,direct_cognate_ar→he
رهب,rahiba,רהב,ráhav,direct_cognate_ar→he
روبوت,rōbōt,רובוט,robot,shared_borrowing_source
روبيان,rūbiyān,ארבה,arbé,shared_proto_semitic_root
روح,rūḥ,רוח,rúakh,direct_cognate_ar→he;direct_cognate_he→ar
روحاني,rūḥāniyy,רוחני,rukhaní,direct_cognate_ar→he;direct_cognate_he→ar
روم,rūm,רומנוס,romanos,shared_borrowing_source
رومية,rūmiya,רומי,rómi,shared_borrowing_source
روى,rawā,ירה,yará,direct_cognate_he→ar
ريق,rīq,רוק,roq,direct_cognate_he→ar
ريم,raym,ראם,r'ém,direct_cognate_he→ar
ريم,raym,רם,rám,direct_cognate_ar→he;shared_proto_semitic_root
ريو دي جانيرو,riyō dī jānērō,ריו דה ז׳ניירו,riu de janeiru,shared_borrowing_source
زانية,zāniya,זונה,zoná,direct_cognate_he→ar
زاوية,zāwiya,זווית,zavít,direct_cognate_he→ar
زبالة,zubāla,זבל,zével,direct_cognate_he→ar
زبرجد,zabarjad,אזמרגד,izmargád,shared_borrowing_source
زبل,zabbala,זבל,zével,direct_cognate_ar→he;direct_cognate_he→ar
زبور,zabūr,דיבור,dibúr,direct_cognate_ar→he
زجاج,zujāj,זכוכית,zkhukhít,direct_cognate_he→ar
زجاجة,zujāja,זכוכית,zkhukhít,direct_cognate_ar→he
زحل,zuḥal,זחל,zákhal,direct_cognate_ar→he
زرزور,zurzūr,זרזיר,zarzír,direct_cognate_ar→he
زرع,zaraʕa,זרע,zará',direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
زعتر,zaʕtar,הדס,haḏás,direct_cognate_he→ar
زعتر,zaʕtar,צתרה,tsatra,direct_cognate_ar→he
زعزع,zaʕzaʕa,זוועה,zva'á,direct_cognate_he→ar
زعزع,zaʕzaʕa,זעזע,zi'zéa',direct_cognate_ar→he;direct_cognate_he→ar
زعق,zaʕaqa,זעק,za'ák,direct_cognate_ar→he
زفت,zift,זפת,zéfet,direct_cognate_ar→he;direct_cognate_he→ar
زكوة,zakāh,זכות,zkhut,direct_cognate_he→ar
زمام,zimām,זמם,zamám,direct_cognate_he→ar
زمام,zimām,נזם,nézem,direct_cognate_ar→he;direct_cognate_he→ar
زمان,zamān,זמן,zmán,shared_borrowing_source
زمر,zamara,זמר,zamár,shared_proto_semitic_root
زمرد,zumurrud,אזמרגד,izmargád,shared_borrowing_source
زنبور,zunbūr,דבורה,dvorá,direct_cognate_ar→he
زنى,zanā,זנה,zaná,direct_cognate_ar→he;direct_cognate_he→ar
زوج,zawj,זוג,zúg,direct_cognate_he→ar;shared_borrowing_source
زوفا,zūfā,אזוב,ʾēzṓḇ,direct_cognate_ar→he
زول,zawl,זולת,zulát,direct_cognate_ar→he;direct_cognate_he→ar
زي,zayy,זו,zó,direct_cognate_ar→he
زيت,zayt,זית,záyit,direct_cognate_he→ar
زير,zīr,סיר,sír,direct_cognate_he→ar
سأل,saʔala,שאל,sha'ál,direct_cognate_ar→he;direct_cognate_he→ar
سؤال,suʔāl,שאלה,sh'elá,direct_cognate_ar→he;direct_cognate_he→ar
سائر,sāʔir,שאר,sh'ár,direct_cognate_ar→he
ساجور,sājūr,סגור,sagúr,direct_cognate_ar→he
ساجور,sājūr,סגר,sagár,direct_cognate_ar→he
ساجور,sājūr,סוגר,sogér,direct_cognate_ar→he
سار,sāra,סיסרא,sis'rá,direct_cognate_he→ar
ساعة,sāʕa,שעה,sha'á,direct_cognate_ar→he;direct_cognate_he→ar
سافر,sāfara,ספר,séfer,direct_cognate_ar→he
سافل,sāfil,שפלה,shfelá,direct_cognate_ar→he
ساق,sāqa,שוק,shuk,direct_cognate_ar→he;direct_cognate_he→ar
سام,sāmin,שם,shem,direct_cognate_ar→he
ساندويتش,sandwitš,סנדוויץ׳,séndvich,shared_borrowing_source
سبب,sabbaba,סיבה,sibá,direct_cognate_ar→he;direct_cognate_he→ar
سبح,sabḥ,שבח,shévakh,direct_cognate_he→ar
سبح,sabḥ,שיבח,shibéakh,direct_cognate_ar→he;direct_cognate_he→ar
سبط,sabuṭa,שבט,shévet,shared_proto_semitic_root
سبعة,sabʕa,שבע,shéva',shared_proto_semitic_root
سبعة,sabʕa,שבעה,shiv'á,shared_proto_semitic_root
سبق,sabaqa,שוק,shuk,direct_cognate_he→ar
سبى,sabā,שבה,shavá,direct_cognate_ar→he;direct_cognate_he→ar
سبي,saby,שבי,shévi,direct_cognate_ar→he
سبيل,sabīl,שביל,sh'víl,direct_cognate_ar→he;direct_cognate_he→ar
ستة,sitta,שישה,shishá,shared_proto_semitic_root
ستة,sitta,שש,shésh,shared_proto_semitic_root
ستر,satara,סתר,séter,direct_cognate_ar→he;direct_cognate_he→ar
سجد,sajada,מסגד,misgád,direct_cognate_he→ar
سجد,sajada,סגד,sagád,direct_cognate_ar→he
سجل,sajjala,שגל,shagál,direct_cognate_he→ar
سحاف,suḥāf,שחפת,shaḥéfet,direct_cognate_ar→he;direct_cognate_he→ar
سحر,saḥar,שחר,shákhar,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
سدر,sadira,שדר,shéder,direct_cognate_ar→he
سرد,sarada,סדר,séder,direct_cognate_ar→he;direct_cognate_he→ar
سرطان,saraṭān,סרטן,sartán,direct_cognate_ar→he;direct_cognate_he→ar
سطح,saṭaḥa,שטח,shétakh,direct_cognate_ar→he
سطح,saṭaḥa,שטיח,shatíakh,direct_cognate_he→ar
سطر,saṭara,שוטר,shotér,shared_borrowing_source
سطر,saṭara,שטר,shtar,direct_cognate_he→ar;shared_borrowing_source
سعر,siʕr,שער,shá'ar,direct_cognate_ar→he;direct_cognate_he→ar
سعل,saʕala,השתעל,hishta'él,direct_cognate_he→ar
سعير,saʕīr,סער,sá'ar,direct_cognate_ar→he
سفر,safar,ספר,séfer,direct_cognate_he→ar;shared_borrowing_source
سفك,safaka,שפך,shafákh,direct_cognate_he→ar
سفود,saffūd,שיפוד,shipúd,direct_cognate_ar→he
سفينة,safīna,ספינה,sfiná,direct_cognate_ar→he;shared_borrowing_source
سقى,saqā,השקה,hishká,direct_cognate_ar→he
سك,sakka,סיכה,siká,direct_cognate_he→ar
سكت,sakata,שקט,shakát,direct_cognate_ar→he
سكر,sukkar,סוכר,sukár,direct_cognate_he→ar
سكر,sukkar,שכר,sakhár,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
سكن,sakana,שכן,shakhán,direct_cognate_ar→he;direct_cognate_he→ar
سكين,sikkīn,סכין,sakín,direct_cognate_ar→he;direct_cognate_he→ar
